id,name,launched,deadline,goal,pledged,backers,outcome,country,currency,category,sub_category
217,The City,7/20/11 0:00,9/18/11 0:00,3000,136,5,failed,US,USD,Comics,Comics
218,Space Chronicles - MMORPG Browser Game,1/9/16 0:00,3/9/16 0:00,5545.02,31.05,6,failed,IT,EUR,Games,Video Games
219,SCORE FOR AN UNREHEARSED ENSEMBLE,5/9/12 0:00,6/13/12 0:00,3000,3582.45,89,successful,US,USD,Dance,Dance
220,"""Wizard Alchemy"" Poetry Gazette from Word Wizards Press",11/1/15 0:00,12/1/15 0:00,88489,0,0,failed,US,USD,Publishing,Poetry
221,Help A LouSir Make His First Album,10/16/14 0:00,11/15/14 0:00,3000,110,2,failed,US,USD,Music,Hip-Hop
222,Let's Get A Keg!,8/18/15 0:00,8/28/15 0:00,100,30,2,suspended,US,USD,Food,Events
223,Thoughts & Recreation - First issue of our new magazine,4/3/13 0:00,5/3/13 0:00,1555.45,466.64,14,failed,GB,GBP,Journalism,Journalism
224,"""STRANDED!",1/31/13 0:00,3/5/13 0:00,6250,3175,50,failed,US,USD,Film & Video,Shorts
225,Change Address,5/19/15 0:00,7/18/15 0:00,200000,0,0,failed,US,USD,Technology,Web
226,GO!CATCHER!!! — Paper Toys With Digital Play,5/26/17 0:00,6/26/17 0:00,3843.79,1160.18,17,failed,HK,HKD,Design,Interactive Design
227,Lego stop motion and gaming commentary,2/5/15 0:00,3/7/15 0:00,114.92,0,0,failed,AU,AUD,Film & Video,Film & Video
228,Onward To Yesterday! Jim Tyrrell finally hits the road.,10/27/10 0:00,12/26/10 0:00,2000,2342,18,successful,US,USD,Music,Country & Folk
229,Wabash Brewing - Nano Custom Brewing,6/3/14 0:00,7/3/14 0:00,16000,17176.12,99,successful,US,USD,Food,Drinks
230,productpure EA-Free Baby Bottle Goes Far Beyond BPA-Free,4/11/16 0:00,5/11/16 0:00,15000,260,4,failed,US,USD,Design,Product Design
231,Student Film Festival,1/10/14 0:00,2/9/14 0:00,2500,2510,31,successful,US,USD,Film & Video,Film & Video
232,Learn Basic Programming,1/4/15 0:00,2/18/15 0:00,1500,201,6,failed,US,USD,Technology,Technology
233,The Wild Mural,7/1/12 0:00,8/15/12 0:00,7000,7184,42,successful,US,USD,Art,Public Art
234,Pilot From Zero Book,2/6/17 0:00,3/8/17 0:00,5000,0,0,failed,US,USD,Publishing,Nonfiction
235,L.A. Vida Skate Supply Launch,7/28/14 0:00,8/27/14 0:00,1000,0,0,failed,US,USD,Design,Product Design
236,Passing Shot: Dice Tennis Game,12/29/11 0:00,1/28/12 0:00,500,813,30,successful,US,USD,Games,Tabletop Games
237,Boxxle- Premium Cask Wine Dispenser,5/13/11 0:00,8/11/11 0:00,75000,8567.77,59,failed,US,USD,Design,Product Design
238,Tales From The Jumpseat - Pilot Episode,2/19/17 0:00,3/21/17 0:00,1300,1603,45,successful,US,USD,Film & Video,Webseries
239,Derby Panther Marching Band Weathers the Storm,5/12/16 0:00,6/1/16 0:00,3500,4080,56,successful,US,USD,Music,Music
240,Established UK Streetwear brand to global market leader.,2/24/14 0:00,4/10/14 0:00,17567.93,393.19,12,failed,GB,GBP,Fashion,Fashion
241,Erstellung eines Bildbandes für Gnadenhöfe,9/13/16 0:00,11/12/16 0:00,21258.05,86.1,3,failed,DE,EUR,Photography,Photobooks
242,RoVR - Your New Virtual Best Friend!,8/15/17 0:00,9/15/17 0:00,30000,6504.01,148,canceled,US,USD,Games,Video Games
243,Scales Secrets Shop,9/19/14 0:00,11/18/14 0:00,500,120,7,failed,US,USD,Crafts,Crafts
244,Long Beach Kombucha (Canceled),7/15/14 0:00,8/14/14 0:00,4400,0,0,canceled,US,USD,Food,Food
245,"Undetermined Destiny, The Dark Way Down",6/27/14 0:00,7/27/14 0:00,5000,738,19,failed,US,USD,Games,Mobile Games
246,"Eugenic Death ""Under The Knife"" (Canceled)",1/4/16 0:00,2/3/16 0:00,1200,25,1,canceled,US,USD,Music,Metal
247,Stimulator Album #4 - Susan Hyatt and Geoff Tyson United,5/5/12 0:00,6/19/12 0:00,5550,260,5,failed,US,USD,Music,Rock
248,The Wardenclyffe Horror,10/12/12 0:00,11/16/12 0:00,9800,10652.42,238,successful,US,USD,Comics,Comics
249,Abrax Games moving up in the world (Youtube Funding),7/16/14 0:00,8/15/14 0:00,333.8,0,0,failed,GB,GBP,Technology,Hardware
250,ThamesLark (Canceled),8/1/14 0:00,8/31/14 0:00,13036.75,0,0,canceled,GB,GBP,Art,Conceptual Art
251,Brent Lawrence & Scruffy Dogma Debut Recording Project,4/3/12 0:00,5/3/12 0:00,1500,0,0,failed,US,USD,Music,Music
252,Etalon is your reflection. Create your perfect bag!,6/5/15 0:00,7/10/15 0:00,41384.71,612.94,12,failed,ES,EUR,Fashion,Accessories
253,Forge Brew Works,3/5/13 0:00,4/4/13 0:00,10000,22064,174,successful,US,USD,Food,Food
254,FIVE,10/23/17 0:00,11/27/17 0:00,15000,20731.33,199,successful,US,USD,Comics,Graphic Novels
255,"Phantom Ice Maker | Seven Clear, Slow-Melting Ice Shapes",10/25/17 0:00,11/25/17 0:00,50000,424615,3015,successful,US,USD,Design,Product Design
256,Legacy of Atlantis,12/14/13 0:00,1/13/14 0:00,4000,241,7,failed,US,USD,Comics,Comics
257,Manny Manriquez' new rock opera journey: Outland Warrior,6/5/15 0:00,7/5/15 0:00,3500,4343,63,successful,US,USD,Music,Rock
258,Mason Sylvester S/S '13 New York Fashion Week Show,7/23/12 0:00,8/6/12 0:00,3000,25,1,failed,US,USD,Fashion,Fashion
259,Corporate-TV,4/8/17 0:00,5/9/17 0:00,54379.74,1.09,1,failed,DE,EUR,Film & Video,Television
260,"Three Richmond-Themed Posters, Metallic Duo-Tone",2/3/14 0:00,2/18/14 0:00,2200,457,12,failed,US,USD,Design,Graphic Design
261,The Dream Diaries,3/26/12 0:00,4/25/12 0:00,17500,2587,52,failed,US,USD,Film & Video,Documentary
262,THE BEAUTIFUL DEAD,4/13/12 0:00,6/12/12 0:00,8500,9000,56,successful,US,USD,Film & Video,Film & Video
263,Flyshark:To Redefine The Wireless Keyboard,8/5/14 0:00,9/9/14 0:00,30000,61422.7,800,successful,US,USD,Technology,Gadgets
264,Wisp,7/19/12 0:00,8/18/12 0:00,4000,2879.66,147,failed,US,USD,Games,Video Games
265,Cigars and the Meaning of Life,7/31/14 0:00,8/30/14 0:00,4500,21,2,failed,US,USD,Publishing,Nonfiction
266,Muscle Macros Food Truck,4/27/17 0:00,5/4/17 0:00,2500,2500,12,successful,US,USD,Food,Food Trucks
267,Book Project Ready to Go,12/3/09 0:00,2/27/10 0:00,4000,50,1,failed,US,USD,Publishing,Fiction
268,Cardiff Wings - Sleep. Made. Easy,8/17/16 0:00,9/24/16 0:00,20000,5621,44,failed,US,USD,Design,Product Design
269,NYOBI #2,12/16/15 0:00,1/15/16 0:00,860.76,1901.25,99,successful,CA,CAD,Comics,Comic Books
270,The Chronicles of Faro Continues -- Play The Devil's Hand,4/3/15 0:00,6/2/15 0:00,8600,14450,226,successful,US,USD,Comics,Comic Books
271,50's - 60's Musical Revue with skits,2/25/15 0:00,3/18/15 0:00,5000,0,0,failed,US,USD,Theater,Theater
272,blipcast | Send TV Audio to your Smartphone's Headphones,1/5/16 0:00,2/1/16 0:00,100000,37994.34,413,failed,US,USD,Technology,Hardware
273,Badassical #3 (a sci-fi adventure comic),6/30/17 0:00,7/30/17 0:00,3181.67,14539.85,283,successful,CA,CAD,Comics,Comic Books
274,The Eighth Floor,11/29/15 0:00,12/29/15 0:00,3360,815,13,failed,US,USD,Film & Video,Shorts
275,How NOT to Use the Book of the Dead,7/12/13 0:00,9/10/13 0:00,100000,62.66,6,failed,US,USD,Film & Video,Film & Video
276,"Threaten The Body, Destroy The Mind",3/20/13 0:00,4/19/13 0:00,3600,196,7,failed,US,USD,Publishing,Nonfiction
277,DEBORAH a pendant lamp.,8/31/17 0:00,10/5/17 0:00,2973.46,3250.26,51,successful,MX,MXN,Design,Product Design
278,4 Color Press for 5th Street Garment Company,9/11/13 0:00,10/11/13 0:00,800,0,0,failed,US,USD,Fashion,Fashion
279,Purrito Cat,3/30/17 0:00,4/29/17 0:00,350,365,14,successful,US,USD,Art,Art
280,Hooked -Track Phone Usage and Discover New Population Habits,1/15/16 0:00,2/9/16 0:00,5468.36,180.4,2,failed,ES,EUR,Technology,Apps
281,Luna Noel | Earth Mood Perfumes,7/7/17 0:00,8/6/17 0:00,75000,9666,53,canceled,US,USD,Crafts,Crafts
282,Past,6/6/15 0:00,8/5/15 0:00,110000,11,2,failed,US,USD,Film & Video,Drama
283,Art For All Year - 2014,1/10/14 0:00,2/9/14 0:00,6600,311,6,failed,US,USD,Art,Mixed Media
284,Bloody Mess,11/23/14 0:00,1/12/15 0:00,6828.11,1722.2,41,failed,GB,GBP,Comics,Graphic Novels
285,"Karen Townsend (and the ""Recordions"") There Is No Bottom",5/10/12 0:00,5/28/12 0:00,800,1056,42,successful,US,USD,Music,Country & Folk
286,ComiCase:  Relaunch - Revolutionary Mylar Display Cases,12/13/13 0:00,1/12/14 0:00,12675,6347,94,failed,US,USD,Comics,Comics
287,"Victory at Sea. A Naval War Game for mobile, PC & Mac",5/1/13 0:00,5/31/13 0:00,38089.43,473.83,21,failed,GB,GBP,Games,Video Games
288,Amare Dolls - Talaya: A Fantasy Ball Joint Doll,1/15/15 0:00,2/14/15 0:00,2460.1,2743.01,35,successful,GB,GBP,Art,Sculpture
289,Dirty Santa: The Official Christmas Party Game,11/7/17 0:00,11/18/17 0:00,3000,1323,44,failed,US,USD,Games,Playing Cards
290,Big Game Jerky USA . COM,4/27/15 0:00,5/12/15 0:00,2000,24,2,failed,US,USD,Food,Events
291,Sacimals - Stuffed Animal Furniture,8/9/13 0:00,9/9/13 0:00,38150,4361,42,failed,US,USD,Design,Product Design
292,Ambition Handicapped by Laziness,7/3/15 0:00,8/1/15 0:00,1971.74,6.57,1,failed,NZ,NZD,Publishing,Poetry
293,Monkey Chef #2,5/6/14 0:00,6/5/14 0:00,3500,4052,125,successful,US,USD,Comics,Comic Books
294,Little Training Book Series,11/17/13 0:00,12/17/13 0:00,1500,21,2,failed,US,USD,Publishing,Children's Books
295,Spicy Goodness - Spice Recipes From Around the World,9/16/14 0:00,10/16/14 0:00,878.5,43.93,1,canceled,AU,AUD,Food,Cookbooks
296,Life's a beach...,12/14/15 0:00,1/13/16 0:00,20845.92,1.37,2,failed,AU,AUD,Photography,Nature
297,the Human Light Suit )'( Burning Man 2013,7/30/13 0:00,8/14/13 0:00,4700,5656,74,successful,US,USD,Photography,Photography
298,Swedish Folk Music Treasures,4/26/14 0:00,5/26/14 0:00,5000,6190,64,successful,US,USD,Music,World Music
299,Help save Studio 2 Leederville. Art space and event venue,6/9/15 0:00,7/24/15 0:00,7991.28,1481.29,22,failed,AU,AUD,Art,Art
300,"""Represent"" Web Series (Canceled)",3/17/16 0:00,4/16/16 0:00,3300,40,2,canceled,US,USD,Film & Video,Webseries
301,Marina's Mind,2/12/12 0:00,3/13/12 0:00,850,270,8,failed,US,USD,Publishing,Children's Books
302,kill yourself zine,4/10/12 0:00,5/10/12 0:00,300,83,11,failed,US,USD,Publishing,Art Books
303,Nature Photography,3/5/14 0:00,3/11/14 0:00,2600,0,0,failed,US,USD,Photography,Photography
304,Handmade Pocket squares by sharpfellas.com (Canceled),6/13/14 0:00,7/13/14 0:00,6514.66,439.27,7,canceled,CA,CAD,Fashion,Apparel
305,The Eubie Live Project,6/13/12 0:00,7/13/12 0:00,4000,725,15,failed,US,USD,Music,Jazz
306,Penn State SOMA Arts Crawl 2013,3/6/13 0:00,3/30/13 0:00,800,806,20,successful,US,USD,Art,Performance Art
307,Jitter Bus Coffee,3/10/15 0:00,4/9/15 0:00,5000,5260,43,successful,US,USD,Food,Food Trucks
308,Universal Plate Holder,7/8/17 0:00,8/7/17 0:00,7863.49,24.38,3,failed,AU,AUD,Technology,Technology
309,"Surreal Art Exhibition Tour of ""The Wrong Alice""",7/13/15 0:00,9/1/15 0:00,4872.4,114.2,4,failed,GB,GBP,Art,Painting
310,The Dove - short thriller film reminiscent of classic horror,2/22/11 0:00,5/15/11 0:00,1500,1525,24,successful,US,USD,Film & Video,Shorts
311,VIS - 'Useful Power',2/18/15 0:00,3/30/15 0:00,30000,62367,431,successful,US,USD,Technology,Gadgets
312,The Batik Fabric & Clothing Lifestyle,2/6/13 0:00,3/8/13 0:00,1500,100,1,failed,US,USD,Fashion,Fashion
313,Global Water Shortage: The Fracking Water Loss Theory!,8/4/16 0:00,9/3/16 0:00,30000,70,4,failed,US,USD,Journalism,Print
314,Midwest Underground,2/11/12 0:00,3/16/12 0:00,10000,10121.73,41,successful,US,USD,Film & Video,Webseries
315,SWANKY SHAMPANE project,3/4/11 0:00,4/19/11 0:00,30000,1010,6,failed,US,USD,Theater,Theater
316,HST - Anti Cyber Hacking  Hidden Sovereign Technology,1/11/16 0:00,2/10/16 0:00,357747.62,0,0,failed,SE,SEK,Technology,Software
317,I'm bringing good music back! Fans of Faith No More rejoice!,6/11/15 0:00,7/11/15 0:00,3100,0,0,failed,US,USD,Music,Rock
318,Scream Guitars are playable electric guitars with custom art,11/6/14 0:00,12/6/14 0:00,25000,9,6,failed,US,USD,Art,Digital Art
319,Buddha World,7/28/11 0:00,8/27/11 0:00,4000,4081,41,successful,US,USD,Film & Video,Documentary
320,Jewelry In The Heart,3/5/17 0:00,4/4/17 0:00,10000,0,0,failed,US,USD,Fashion,Jewelry
321,Goth Homme world tour 2018 (pt 1 of 10),12/25/16 0:00,2/23/17 0:00,6666,0,0,canceled,US,USD,Music,Music
322,INTO MYSTERY: Clue 08  Tamref,6/27/13 0:00,8/25/13 0:00,18537,4280.66,86,failed,US,USD,Design,Product Design
323,Bikepacking the Ring Road,5/12/14 0:00,5/31/14 0:00,4000,780,8,failed,US,USD,Film & Video,Documentary
324,Maria Cardelli Luxury Fashion Accessories,3/5/15 0:00,4/4/15 0:00,58135.23,2100.27,4,failed,NL,EUR,Fashion,Accessories
325,Innovative American Mind: Crowd-Sourced Innovation Stories,9/8/13 0:00,10/8/13 0:00,14250,1170,13,failed,US,USD,Publishing,Nonfiction
326,ANGELIC WARS (GRAPHIC NOVEL),8/14/13 0:00,9/13/13 0:00,1500,64,6,failed,US,USD,Comics,Comics
327,launch of New Visions Art Studio,6/7/16 0:00,7/6/16 0:00,10000,0,0,failed,US,USD,Art,Ceramics
328,The Get Away Kids,1/30/15 0:00,3/1/15 0:00,5000,52,1,failed,US,USD,Film & Video,Shorts
329,"Fro-Joe's, Ocean City's First Rolled Ice Cream Shop",9/29/16 0:00,11/28/16 0:00,70000,107,3,failed,US,USD,Food,Restaurants
330,Just Say M.O! Chapter's 1 & 2,5/10/14 0:00,6/19/14 0:00,10000,0,0,failed,US,USD,Music,Hip-Hop
331,Tobacco Road Showcase,1/7/12 0:00,3/6/12 0:00,2500,0,0,failed,US,USD,Theater,Theater
332,East Meets West Beef Stick Flavor-Sure to Please,6/27/17 0:00,7/27/17 0:00,500,1505,40,successful,US,USD,Food,Small Batch
333,Creativity Knits: Artful Knitting Tools,9/29/12 0:00,10/13/12 0:00,750,10,1,failed,US,USD,Crafts,Crafts
334,"One Hard-Working Couple, With a Goal, On an Organic Mission",3/28/15 0:00,5/27/15 0:00,4000,4542,46,successful,US,USD,Food,Farms
335,Yooquik,5/13/16 0:00,7/12/16 0:00,54527.45,14043.6,46,canceled,IT,EUR,Technology,DIY Electronics
336,Life Size Rhinoceros in London,9/11/13 0:00,9/15/13 0:00,6407.79,432.53,8,failed,GB,GBP,Art,Public Art
337,Frühstück TV - A German-American Talk Show,6/12/13 0:00,7/27/13 0:00,18500,4737.99,54,failed,US,USD,Film & Video,Webseries
338,Hub+ for USB-C: Get your MacBook ports back.,5/5/15 0:00,6/16/15 0:00,35000,883460.8,8019,successful,US,USD,Technology,Hardware
339,Fight Fire With Fire,7/17/14 0:00,8/7/14 0:00,20000,180,7,failed,US,USD,Film & Video,Documentary
340,THE PERFECT CHINO | CUSTOM MADE TO FIT YOU by Woodies,4/19/16 0:00,5/29/16 0:00,15000,112476.44,661,successful,US,USD,Fashion,Apparel
341,State Flag Geography Cards,12/6/12 0:00,1/5/13 0:00,3000,3015,39,successful,US,USD,Publishing,Publishing
342,The Danish Beer Adventure,8/24/17 0:00,9/23/17 0:00,1586.34,7.93,1,failed,DK,DKK,Food,Drinks
343,Turn my imagination into physical forms of art.,1/11/16 0:00,2/10/16 0:00,709.07,65.94,3,failed,AU,AUD,Art,Art
344,Michael Lewis Rowland: My Brother's Keeper- a Memoir,5/24/16 0:00,6/23/16 0:00,8000,50,1,canceled,US,USD,Publishing,Nonfiction
345,Ecofarm for High Functioning Autistic Adults,2/20/15 0:00,3/22/15 0:00,30000,225,2,failed,US,USD,Food,Farms
346,Life Lessons - Netflix Series,4/19/15 0:00,5/19/15 0:00,20000,0,0,failed,US,USD,Film & Video,Webseries
347,30 Day Itch,3/27/13 0:00,4/26/13 0:00,5000,0,0,failed,US,USD,Film & Video,Shorts
348,"""Get Cocky"" Shorts",9/11/14 0:00,10/11/14 0:00,100,4228,164,successful,US,USD,Fashion,Apparel
349,European Reversibles,4/6/16 0:00,5/31/16 0:00,30000,0,0,failed,US,USD,Fashion,Apparel
350,The Audio Embodiment of the Culture of Food,6/26/10 0:00,7/30/10 0:00,1000,1438,14,successful,US,USD,Food,Food
351,"Some Fear None: ""In Theater"" debut music video",6/21/14 0:00,7/21/14 0:00,15000,830,16,failed,US,USD,Music,Rock
352,BreakingBad inspired Coffee Lab Walter's Coffee Roastery NYC,10/5/15 0:00,11/4/15 0:00,55000,28109,138,failed,US,USD,Food,Food
353,Stanky and Amazing Gracie: Illustrated by Kailey Semmelmann,8/9/14 0:00,9/20/14 0:00,5000,5275,77,successful,US,USD,Publishing,Children's Books
354,Alex's Dad Chair of Inspiration and Awesomeness (Suspended),1/25/16 0:00,3/25/16 0:00,900,1,1,suspended,US,USD,Publishing,Academic
355,The Imposters,4/11/17 0:00,5/11/17 0:00,5000,7010,391,successful,US,USD,Games,Live Games
356,The Dark Knight Trilogy: Mobile App Filming Locations,10/22/13 0:00,11/21/13 0:00,900,1,1,failed,US,USD,Comics,Comics
357,The Water Table: Brooklyn's First Dinner Boat!,2/8/13 0:00,2/26/13 0:00,8000,868,14,failed,US,USD,Food,Food
358,Get Mrtcupz a Sasuke Hugging Body Pillow Case Cover,7/18/15 0:00,9/16/15 0:00,25.03,0,0,suspended,GB,GBP,Games,Gaming Hardware
359,Police Brutality Posters,1/22/12 0:00,3/7/12 0:00,500,10,2,failed,US,USD,Art,Art
360,First Gear - Motorprogrammet för alla,6/1/16 0:00,6/30/16 0:00,2964.58,503.98,10,failed,SE,SEK,Film & Video,Film & Video
361,First Time Author fulfilling his Dreams,11/16/10 0:00,12/16/10 0:00,900,135,3,failed,US,USD,Publishing,Fiction
362,Footsies - Pedaling Romance Below the Knees.,11/16/13 0:00,12/16/13 0:00,3000,864,20,failed,US,USD,Film & Video,Shorts
363,Bedrooms of The Fallen,1/25/11 0:00,2/24/11 0:00,15000,16837,142,successful,US,USD,Photography,Photography
364,Zombie Fabulous #3: Mary: Sacred Heart of the Motor City,6/3/17 0:00,7/3/17 0:00,1000,1228,39,successful,US,USD,Comics,Comic Books
365,MARK OF THE DOG ROSE - an Astropiano Films feature,4/21/11 0:00,7/20/11 0:00,1000,1050,18,successful,US,USD,Film & Video,Film & Video
366,"Gunner Abbott: Escape From Lizardoom ""Short Film""",6/7/14 0:00,7/7/14 0:00,200,290,10,successful,US,USD,Film & Video,Science Fiction
367,SHOTBOX with PANELS,7/28/16 0:00,9/1/16 0:00,15000,10433,197,canceled,US,USD,Design,Product Design
368,808 SPEAKERBOX - H4 Help Hawaii Hip-Hop,10/13/11 0:00,12/10/11 0:00,3000,3030.06,70,successful,US,USD,Music,Hip-Hop
369,Kiën Light: Intelligent daylight at your fingertips,10/18/16 0:00,11/23/16 0:00,52959.93,161611.46,398,successful,DE,EUR,Technology,Hardware
370,NIKITA: Le Femme Assassin,5/31/15 0:00,6/30/15 0:00,3973.93,7.95,1,failed,CA,CAD,Publishing,Fiction
371,"LabRats Year Four: Doing more, asking for less!",1/4/13 0:00,1/21/13 0:00,7500,7957.91,133,successful,US,USD,Theater,Theater
372,Healthy Eats Restaurant,7/9/14 0:00,8/8/14 0:00,70000,0,0,failed,US,USD,Food,Restaurants
373,Zombie Man,2/22/11 0:00,3/24/11 0:00,2500,2625,42,successful,US,USD,Film & Video,Film & Video
374,The Awesome Olympia Farmers Market Captured in Art,1/28/14 0:00,3/28/14 0:00,1995,2000,11,successful,US,USD,Art,Art
375,Grandma's Filled Burgers,10/9/16 0:00,11/23/16 0:00,65000,1,1,failed,US,USD,Food,Restaurants
376,Rebuild an Artist's Legacy,5/1/13 0:00,5/31/13 0:00,5000,214,4,failed,US,USD,Music,Indie Rock
377,The Birds of Paradise Series,7/1/13 0:00,7/31/13 0:00,3000,75,2,failed,US,USD,Art,Painting
378,Tina And The Gucci Flip Flop: The Live Action Short Film,11/24/16 0:00,12/26/16 0:00,35000,36021.98,406,successful,US,USD,Film & Video,Comedy
379,bUy Apparel,3/26/12 0:00,5/6/12 0:00,10000,0,0,failed,US,USD,Fashion,Fashion
380,Where is Home?,1/1/16 0:00,1/26/16 0:00,2132.35,2383.25,83,successful,CA,CAD,Film & Video,Documentary
381,Shattered Pitch,11/23/11 0:00,1/22/12 0:00,5000,5400,48,successful,US,USD,Film & Video,Shorts
382,På andra sidan våldet (English: The other side of violence),10/25/17 0:00,11/30/17 0:00,20308.69,96.76,3,failed,SE,SEK,Publishing,Publishing
383,"Create a one of a kind, experimental, home-built aircraft.",7/14/14 0:00,8/13/14 0:00,60000,100,1,failed,US,USD,Design,Product Design
384,Magnetic Robot Invasion: A Free Street Art Project,2/13/14 0:00,3/15/14 0:00,500,520,15,successful,US,USD,Art,Painting
385,COLD BABY-AS IF THROUGH A GLASS & DARKLY GRAPHIC NOVELLA,12/2/13 0:00,1/16/14 0:00,5000,5,1,failed,US,USD,Comics,Comics
386,Development of talking language translation app for pets,8/1/16 0:00,9/30/16 0:00,200897.34,4.46,4,failed,DE,EUR,Technology,Apps
387,"Tyny Tools I Tools for Attaching, Hanging and Organizing",6/2/14 0:00,7/2/14 0:00,15000,41656,1317,successful,US,USD,Design,Product Design
388,Mongolia asks assistance from rural Virginia felt makers.,7/2/12 0:00,7/22/12 0:00,1500,2562,37,successful,US,USD,Publishing,Nonfiction
389,Xor : Exclusive Or : Fictionnal funny documentary,11/29/16 0:00,1/13/17 0:00,31982.94,0,0,failed,FR,EUR,Film & Video,Film & Video
390,"Norcio to record ""Dear Christina"" @ Applehead Studios.(Coheed and Cambria,John Mayer)",5/29/10 0:00,7/29/10 0:00,5000,105,2,failed,US,USD,Music,Indie Rock
391,YVR Space - For Creators,7/23/17 0:00,9/21/17 0:00,203765.59,4.08,1,failed,CA,CAD,Technology,Web
392,Daebak! Wallet: The Best Cash Friendly Minimalist Wallet,9/14/16 0:00,10/15/16 0:00,2437.54,3490.55,100,canceled,GB,GBP,Design,Product Design
393,Our Dream of a Larry Graham Performance - Making Memories,8/7/14 0:00,8/22/14 0:00,24000,11,2,failed,US,USD,Theater,Musical
394,Your Way Game Board,8/5/14 0:00,9/4/14 0:00,250000,0,0,failed,US,USD,Games,Tabletop Games
395,The Benefits of Time and Space,8/18/11 0:00,9/17/11 0:00,3600,265,11,failed,US,USD,Film & Video,Shorts
